0	0	0
0.00245238	0	0.01789326
0.00980364	0	0.03540138
0.02203656	0	0.05250462
0.03912258	0	0.06917652
0.06102222	0	0.085386
0.08768382	0	0.10109652
0.11904522	0	0.11626734
0.15503334	0	0.13085478
0.19556376	0	0.14481264
0.2405424	0	0.15809388
0.28986384	0	0.1706502
0.34341258	0	0.18243582
0.4010643	0	0.19340538
0.46268376	0	0.20351814
0.52812732	0	0.21273546
0.5972421	0	0.22102542
0.66986682	0	0.2283603
0.74583138	0	0.23471952
0.82495854	0	0.2400888
0.90706392	0	0.24446016
0.99195558	0	0.24783402
1.07943486	0	0.2502171
1.16929764	0	0.25162284
1.26133434	0	0.25207224
1.35532992	0	0.25159176
1.4510643	0	0.25021374
1.54831446	0	0.24797598
1.64685318	0	0.2449209
1.7464503	0	0.24109386
1.84687314	0	0.236544
1.94788692	0	0.23132298
2.04925602	0	0.22548372
2.15074398	0	0.2190804
2.25211308	0	0.21216762
2.35312686	0	0.20479998
2.45355012	0	0.19703208
2.55314682	0	0.18891684
2.65168554	0	0.18050676
2.7489357	0	0.17185308
2.8446705	0	0.16300578
2.93866566	0	0.154014
3.03070236	0	0.14492436
3.12056514	0	0.13578348
3.20804484	0	0.1266363
3.29293608	0	0.11752776
3.37504146	0	0.10850154
3.45416862	0	0.09959964
3.53013318	0	0.09086574
3.6027579	0	0.08234142
3.67187268	0	0.07406826
3.73731624	0	0.06608742
3.7989357	0	0.05844006
3.85658742	0	0.05116566
3.91013658	0	0.0443037
3.9594576	0	0.03789114
4.00443624	0	0.03196536
4.04496666	0	0.02655996
4.08095478	0	0.0217077
4.11231618	0	0.01743798
4.13897778	0	0.01377768
4.160877	0	0.0107499
4.17796344	0	0.00837396
4.19019636	0	0.0066654
4.19754762	0	0.00563598
4.2	0	0.005292
0	0	0
0.00245238	0	-0.01789326
0.00980364	0	-0.03540138
0.02203656	0	-0.05250462
0.03912258	0	-0.06917652
0.06102222	0	-0.085386
0.08768382	0	-0.10109652
0.11904522	0	-0.11626734
0.15503334	0	-0.13085478
0.19556376	0	-0.14481264
0.2405424	0	-0.15809388
0.28986384	0	-0.1706502
0.34341258	0	-0.18243582
0.4010643	0	-0.19340538
0.46268376	0	-0.20351814
0.52812732	0	-0.21273546
0.5972421	0	-0.22102542
0.66986682	0	-0.2283603
0.74583138	0	-0.23471952
0.82495854	0	-0.2400888
0.90706392	0	-0.24446016
0.99195558	0	-0.24783402
1.07943486	0	-0.2502171
1.16929764	0	-0.25162284
1.26133434	0	-0.25207224
1.35532992	0	-0.25159176
1.4510643	0	-0.25021374
1.54831446	0	-0.24797598
1.64685318	0	-0.2449209
1.7464503	0	-0.24109386
1.84687314	0	-0.236544
1.94788692	0	-0.23132298
2.04925602	0	-0.22548372
2.15074398	0	-0.2190804
2.25211308	0	-0.21216762
2.35312686	0	-0.20479998
2.45355012	0	-0.19703208
2.55314682	0	-0.18891684
2.65168554	0	-0.18050676
2.7489357	0	-0.17185308
2.8446705	0	-0.16300578
2.93866566	0	-0.154014
3.03070236	0	-0.14492436
3.12056514	0	-0.13578348
3.20804484	0	-0.1266363
3.29293608	0	-0.11752776
3.37504146	0	-0.10850154
3.45416862	0	-0.09959964
3.53013318	0	-0.09086574
3.6027579	0	-0.08234142
3.67187268	0	-0.07406826
3.73731624	0	-0.06608742
3.7989357	0	-0.05844006
3.85658742	0	-0.05116566
3.91013658	0	-0.0443037
3.9594576	0	-0.03789114
4.00443624	0	-0.03196536
4.04496666	0	-0.02655996
4.08095478	0	-0.0217077
4.11231618	0	-0.01743798
4.13897778	0	-0.01377768
4.160877	0	-0.0107499
4.17796344	0	-0.00837396
4.19019636	0	-0.0066654
4.19754762	0	-0.00563598
4.2	0	-0.005292
