0	0	0
0.0035034	0	0.0255618
0.0140052	0	0.0505734
0.0314808	0	0.0750066
0.0558894	0	0.0988236
0.0871746	0	0.12198
0.1252626	0	0.1444236
0.1700646	0	0.1660962
0.2214762	0	0.1869354
0.2793768	0	0.2068752
0.343632	0	0.2258484
0.4140912	0	0.243786
0.4905894	0	0.2606226
0.572949	0	0.2762934
0.6609768	0	0.2907402
0.7544676	0	0.3039078
0.853203	0	0.3157506
0.9569526	0	0.326229
1.0654734	0	0.3353136
1.1785122	0	0.342984
1.2958056	0	0.3492288
1.4170794	0	0.3540486
1.5420498	0	0.357453
1.6704252	0	0.3594612
1.8019062	0	0.3601032
1.9361856	0	0.3594168
2.072949	0	0.3574482
2.2118778	0	0.3542514
2.3526474	0	0.349887
2.494929	0	0.3444198
2.6383902	0	0.33792
2.7826956	0	0.3304614
2.9275086	0	0.3221196
3.0724914	0	0.312972
3.2173044	0	0.3030966
3.3616098	0	0.2925714
3.5050716	0	0.2814744
3.6473526	0	0.2698812
3.7881222	0	0.2578668
3.927051	0	0.2455044
4.063815	0	0.2328654
4.1980938	0	0.22002
4.3295748	0	0.2070348
4.4579502	0	0.1939764
4.5829212	0	0.180909
4.7041944	0	0.1678968
4.8214878	0	0.1550022
4.9345266	0	0.1422852
5.0430474	0	0.1298082
5.146797	0	0.1176306
5.2455324	0	0.1058118
5.3390232	0	0.0944106
5.427051	0	0.0834858
5.5094106	0	0.0730938
5.5859094	0	0.063291
5.656368	0	0.0541302
5.7206232	0	0.0456648
5.7785238	0	0.0379428
5.8299354	0	0.031011
5.8747374	0	0.0249114
5.9128254	0	0.0196824
5.94411	0	0.015357
5.9685192	0	0.0119628
5.9859948	0	0.009522
5.9964966	0	0.0080514
6	0	0.00756
0	0	0
0.0035034	0	-0.0255618
0.0140052	0	-0.0505734
0.0314808	0	-0.0750066
0.0558894	0	-0.0988236
0.0871746	0	-0.12198
0.1252626	0	-0.1444236
0.1700646	0	-0.1660962
0.2214762	0	-0.1869354
0.2793768	0	-0.2068752
0.343632	0	-0.2258484
0.4140912	0	-0.243786
0.4905894	0	-0.2606226
0.572949	0	-0.2762934
0.6609768	0	-0.2907402
0.7544676	0	-0.3039078
0.853203	0	-0.3157506
0.9569526	0	-0.326229
1.0654734	0	-0.3353136
1.1785122	0	-0.342984
1.2958056	0	-0.3492288
1.4170794	0	-0.3540486
1.5420498	0	-0.357453
1.6704252	0	-0.3594612
1.8019062	0	-0.3601032
1.9361856	0	-0.3594168
2.072949	0	-0.3574482
2.2118778	0	-0.3542514
2.3526474	0	-0.349887
2.494929	0	-0.3444198
2.6383902	0	-0.33792
2.7826956	0	-0.3304614
2.9275086	0	-0.3221196
3.0724914	0	-0.312972
3.2173044	0	-0.3030966
3.3616098	0	-0.2925714
3.5050716	0	-0.2814744
3.6473526	0	-0.2698812
3.7881222	0	-0.2578668
3.927051	0	-0.2455044
4.063815	0	-0.2328654
4.1980938	0	-0.22002
4.3295748	0	-0.2070348
4.4579502	0	-0.1939764
4.5829212	0	-0.180909
4.7041944	0	-0.1678968
4.8214878	0	-0.1550022
4.9345266	0	-0.1422852
5.0430474	0	-0.1298082
5.146797	0	-0.1176306
5.2455324	0	-0.1058118
5.3390232	0	-0.0944106
5.427051	0	-0.0834858
5.5094106	0	-0.0730938
5.5859094	0	-0.063291
5.656368	0	-0.0541302
5.7206232	0	-0.0456648
5.7785238	0	-0.0379428
5.8299354	0	-0.031011
5.8747374	0	-0.0249114
5.9128254	0	-0.0196824
5.94411	0	-0.015357
5.9685192	0	-0.0119628
5.9859948	0	-0.009522
5.9964966	0	-0.0080514
6	0	-0.00756
