3.000000000000000000e+00,9.207909435734082937e-01,-2.679306381645819510e-02,-8.166285508826102157e-01,2.685986477528474303e+00,-5.306323016418255101e-01,2.773663525438132993e+00,-7.030105822689479700e-01,-2.398374849036331469e+00,2.516768471988756750e-01,-5.044667126626642961e-01
4.000000000000000000e+00,1.014121260427934379e+00,-4.677679889501890065e-02,-8.093474472419607268e-01,2.674143439464954142e+00,-6.145218442769172507e-01,-2.356487016631578335e+00,2.445448461644819660e-02,-2.408141889237202626e+00,3.898326764623417234e-02,4.888790805303216969e-01
5.000000000000000000e+00,1.107481374330484769e+00,-6.969478184869851156e-02,-8.728924540963571843e-01,2.653696301577300520e+00,-6.970738404531335863e-01,-1.284373685255221664e+00,-1.195989188701039430e+00,-2.321739082040104929e+00,8.086805716827084878e-02,3.182546094123752667e-01
6.000000000000000000e+00,1.199384211670015521e+00,-9.544173347673419461e-02,-1.200357929624064734e+00,1.494969193406226360e+00,-6.779246648724337465e-01,-1.747801599872697409e+01,-6.519418371690032643e+01,3.418906023969183305e+00,-2.040738126400577501e-01,1.335344581481214821e+00
7.000000000000000000e+00,1.211849912893774972e+00,-1.170228517787109679e-01,-1.510139965953041896e+00,3.410900328159849337e-01,-6.327371386801965425e-01,-2.711872518917600727e-01,-9.182222530186612275e-01,-8.298514865171262578e-01,6.258925494313656301e-01,8.559388087782660026e-01
8.000000000000000000e+00,1.223196788143513292e+00,-1.396151189552037875e-01,-1.517137532739117223e+00,3.112374769408747799e-01,-6.526600343756497891e-01,-1.297437918112772648e-01,-7.922032063036191785e-01,-3.116463525116965338e-01,3.160500136020104045e-01,1.011555975203085378e+00
9.000000000000000000e+00,1.233578387806647747e+00,-1.625871177628488151e-01,-1.520594135940788849e+00,2.848031743075498112e-01,-6.622258863161057940e-01,-6.830498309591227779e-02,-7.223707689574613289e-01,-2.364365911234669604e-01,2.879647337943160301e-01,1.024248389730530340e+00
1.000000000000000000e+01,1.243079800590705553e+00,-1.858472073878186248e-01,-1.522295657809156877e+00,2.605210375076503770e-01,-6.699240882527814911e-01,-2.918503871077388762e-02,-6.688931872360780462e-01,-2.046378896874822273e-01,2.911406928913994885e-01,1.022951056020591665e+00
1.100000000000000000e+01,1.251766187307528311e+00,-2.093566420765772262e-01,-1.522737051532181862e+00,2.379255058663560518e-01,-6.766584801966530893e-01,3.895041277893022524e-03,-6.257354116643971675e-01,-1.812143462832665752e-01,2.985666347652402020e-01,1.020207280863647314e+00
1.200000000000000000e+01,1.259690134398069539e+00,-2.330868809517084028e-01,-1.522122852111867486e+00,2.166930443402670659e-01,-6.827086750929777237e-01,3.129599328549050735e-02,-5.907950224544000761e-01,-1.654362865077219080e-01,3.110049585203965017e-01,1.016053904243651385e+00
1.300000000000000000e+01,1.266894215667159207e+00,-2.570186989257798871e-01,-1.520583809250336316e+00,1.965757997296235515e-01,-6.882297691417521568e-01,5.688466716997882255e-02,-5.618381891677741713e-01,-1.508991007818493435e-01,3.225806607745481669e-01,1.012569325684845589e+00
1.400000000000000000e+01,1.273413714138161179e+00,-2.811343828787645771e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
